Attack_category,Attack subcategory,Protocol,Source IP,Source Port,Destination IP,Destination Port,Attack_Name,Attack Reference,.,Time
Exploits,Browser FTP,tcp,175.45.176.3,42371,149.171.126.13,63249,Internet Explorer - Malicious SpSharedRecoContext ActiveX Instantiation (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ftp/ms08_032_malicious_spsharedrecocontext_instantiation_ftp.xml),CVE 2007-0675 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0675)MSB MS08-032 (http://www.microsoft.com/technet/security/bulletin/MS08%2d032.mspx)BID 22359 (http://www.securityfocus.com/bid/22359)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.6%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930839-1421930840
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930840-1421930840
Fuzzers,DCERPC,tcp,175.45.176.3,33155,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930840-1421930841
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.0,60242,149.171.126.14,111,SunRPC TCP Portmapper GETPORT Request (snmpXdmidv3/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/snmpxdmid_v3_udp.xml),-,.,1421930840-1421930842
Fuzzers,DCERPC,tcp,175.45.176.3,20417,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930842-1421930842
Exploits,Office Document,tcp,175.45.176.2,17384,149.171.126.16,25,Microsoft Word RTF Object Parsing Vulnerability (dpendgroup) (SMTP UUEncode) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms08_072_rtf_dpendgroup_smtp_attachment_uuencode.xml),CVE 2008-4030 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d4030)MSB MS08-072 (http://www.microsoft.com/technet/security/bulletin/MS08%2d072.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930842-1421930844
Exploits,Browser,tcp,175.45.176.1,8305,149.171.126.17,21,Internet Explorer VML Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ftp/ms07_004_vml_buffer_overflow_ftp.xml),CVE 2007-0024 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0024)MSB MS07-004 (http://www.microsoft.com/technet/security/bulletin/MS07%2d004.mspx)BID 21930 (http://www.securityfocus.com/bid/21930)OSVDB 31250 (http://www.osvdb.org/31250)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930842-1421930846
Exploits,Browser FTP,tcp,175.45.176.1,8305,149.171.126.17,21,Internet Explorer VML Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ftp/ms07_004_vml_buffer_overflow_ftp.xml),CVE 2007-0024 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0024)MSB MS07-004 (http://www.microsoft.com/technet/security/bulletin/MS07%2d004.mspx)BID 21930 (http://www.securityfocus.com/bid/21930)OSVDB 31250 (http://www.osvdb.org/31250)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930842-1421930846
Fuzzers,DCERPC,tcp,175.45.176.3,33727,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930843-1421930843
Exploits, PHP,tcp,175.45.176.2,37968,149.171.126.11,80,"PHP Charts 1.0 (index.php, type parameter) Remote Code Execution (https://strikecenter.bpointsys.com/bps/strikes/exploits/php/osvdb_93563_php_charts_index_type_param.xml)",OSVDB 93563 (http://www.osvdb.org/93563)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930843-1421930843
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930843-1421930843
Exploits,Office Document,tcp,175.45.176.1,24283,149.171.126.15,80,Microsoft SharePoint Reflected List Parameter Cross Site Scripting Vulnerability (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/cve_2012_0017_ms_sharepoint_inplnview_XSS.xml),CVE 2012-0017 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d0017)MSB MS12-011 (http://www.microsoft.com/technet/security/bulletin/MS12%2d011.mspx)BID 51928 (http://www.securityfocus.com/bid/51928)OSVDB 79262 (http://www.osvdb.org/79262)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/4.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aN%2fI%3aP%2fA%3aN%29),.,1421930843-1421930844
Fuzzers,DCERPC,tcp,175.45.176.3,26395,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930844-1421930844
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930844-1421930844
Exploits,Browser,tcp,175.45.176.1,56375,149.171.126.17,60160,Internet Explorer VML Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ftp/ms07_004_vml_buffer_overflow_ftp.xml),CVE 2007-0024 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0024)MSB MS07-004 (http://www.microsoft.com/technet/security/bulletin/MS07%2d004.mspx)BID 21930 (http://www.securityfocus.com/bid/21930)OSVDB 31250 (http://www.osvdb.org/31250)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930844-1421930846
Exploits,Browser FTP,tcp,175.45.176.1,56375,149.171.126.17,60160,Internet Explorer VML Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ftp/ms07_004_vml_buffer_overflow_ftp.xml),CVE 2007-0024 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0024)MSB MS07-004 (http://www.microsoft.com/technet/security/bulletin/MS07%2d004.mspx)BID 21930 (http://www.securityfocus.com/bid/21930)OSVDB 31250 (http://www.osvdb.org/31250)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930844-1421930846
Fuzzers,DCERPC,tcp,175.45.176.3,26793,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930845-1421930846
Exploits,Office Document,tcp,175.45.176.1,20738,149.171.126.14,25,Microsoft Office Art Property Memory Corruption (SMTP Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms09_062_msoffice_officeart_memory_corruption_smtp_attachment_quoted_printable.xml),CVE 2009-2528 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2528)MSB MS09-062 (http://www.microsoft.com/technet/security/bulletin/MS09%2d062.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930845-1421930848
Exploits,Web Application,tcp,175.45.176.3,55220,149.171.126.16,80,Mambo Gallery Manager help.mgm.php mosConfig_absolute_path Parameter PHP File Include (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/include/mambo_gallery_include_01.xml),CVE 2006-3980 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3980)BID 19224 (http://www.securityfocus.com/bid/19224)OSVDB 27650 (http://www.osvdb.org/27650)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930846-1421930847
Reconnaissance, SunRPC Portmapper (UDP) UDP Service ,udp,175.45.176.0,11907,149.171.126.18,111,SunRPC UDP Portmapper GETPORT Request (ypservv2/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_udp/ypserv_v2_udp.xml),-,.,1421930847-1421930847
Fuzzers,DCERPC,tcp,175.45.176.3,11874,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930847-1421930848
Fuzzers,BGP,tcp,175.45.176.2,49966,149.171.126.10,179,BGP Open: Random Version (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_random_version.xml),-,.,1421930848-1421930848
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930848-1421930848
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930849-1421930849
Exploits,Browser,tcp,175.45.176.1,52584,149.171.126.13,80,Internet Explorer HTTP Redirect Memory Corruption (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ms11_050_http_redirect_memory_corruption.xml),CVE 2011-1262 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1262)MSB MS11-050 (http://www.microsoft.com/technet/security/bulletin/MS11%2d050.mspx)BID 48211 (http://www.securityfocus.com/bid/48211)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930849-1421930850
Exploits,Miscellaneous Batch,tcp,175.45.176.2,43574,149.171.126.19,25,Interactive Data eSignal (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/cve_2011_3494.xml),BID 55271 (http://www.securityfocus.com/bid/55271)OSVDB 85060 (http://www.osvdb.org/85060)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930849-1421930852
Fuzzers,DCERPC,tcp,175.45.176.3,55024,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930850-1421930850
Exploits,Miscellaneous Batch,tcp,175.45.176.3,39658,149.171.126.16,1100,DoubleTake/HP Storage Works Authentication Request Overflow (4.4.x) (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/hpstorageworks_authentication_02.xml),CVE 2012-0663 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d0663)BID 53571 (http://www.securityfocus.com/bid/53571)OSVDB 81934 (http://www.osvdb.org/81934)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930850-1421930851
Generic, IXIA,Tcp,175.45.176.1,47426,149.171.126.13,631,Apple_CUPS_cupsdDoSelect_Remote_Code_Execution_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/apple_cups_cupsddoselect_remote_code_execution_attack.xml),CVE 2009-0398 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d0398)BID 33405 (http://www.securityfocus.com/bid/33405)OSVDB 51909 (http://www.osvdb.org/51909)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930850-1421930851
Fuzzers,DCERPC,Tcp,175.45.176.3,9354,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930851-1421930852
Exploits,Clientside,tcp,175.45.176.0,1612,149.171.126.18,143,PDF Launch Action Feature Adobe Fix Bypass (IMAP4 Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/pdf_launch_action_feature_adobe_fix_bypass_imap4_download_quoted_printable.xml),CVE 2010-1240 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d1240)http://blog.bkis.com/en/adobe-fix-still-allows-escape-from-pdf/ (http%3a%2f%2fblog.bkis.com%2fen%2fadobe%2dfix%2dstill%2dallows%2descape%2dfrom%2dpdf%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930852-1421930853
Fuzzers,DCERPC,tcp,175.45.176.3,39511,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930852-1421930854
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930853-1421930853
Exploits,Web Application,tcp,175.45.176.2,60804,149.171.126.11,80,SMF Forum smf.php mosConfig_absolute_path Parameter PHP File Include (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/include/smf_forum_bridge_component_include.xml),CVE 2006-3773 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3773)BID 18924 (http://www.securityfocus.com/bid/18924)OSVDB 27432 (http://www.osvdb.org/27432)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930853-1421930854
Exploits,Cisco IOS ,tcp,175.45.176.3,31519,149.171.126.10,80,Cisco IOS HTTP Authentication Bypass Level 86 (https://strikecenter.bpointsys.com/bps/strikes/exploits/ios/cisco_auth_bypass_level_86.xml),CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930854-1421930855
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930855-1421930855
Exploits,Clientside,tcp,175.45.176.3,13840,149.171.126.13,110,DirectX AVI MJPEG Decoding Code Execution (POP3 Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/ms08_033_directx_mjpeg_height_pop3_download_base64.xml),CVE 2008-0011 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d0011)MSB MS08-033 (http://www.microsoft.com/technet/security/bulletin/MS08%2d033.mspx)BID 29581 (http://www.securityfocus.com/bid/29581)OSVDB 46064 (http://www.osvdb.org/46064)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930855-1421930861
Fuzzers,DCERPC,tcp,175.45.176.3,29175,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930856-1421930857
Generic, IXIA,tcp,175.45.176.1,37860,149.171.126.17,7937,EMC_Legato_NetWorker_Remote_Exec_Service_Buffer_Overflow_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/emc_legato_networker_remote_exec_service_buffer_overflow_attack.xml),CVE 2005-0581 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d0581)BID 12705 (http://www.securityfocus.com/bid/12705)OSVDB 14389 (http://www.osvdb.org/14389)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/4.6%20%28AV%3aL%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930856-1421930857
Exploits,Evasions,tcp,175.45.176.3,29095,149.171.126.19,25,CVE-2012-1460 malware evasion (https://strikecenter.bpointsys.com/bps/strikes/exploits/evasions/CVE-2012-1460_evasion_malware.xml),CVE 2012-1460 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d1460)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/4.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aN%2fI%3aP%2fA%3aN%29),.,1421930856-1421930858
Fuzzers,DCERPC,tcp,175.45.176.3,28542,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930857-1421930858
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930858-1421930858
Exploits,Miscellaneous Batch,tcp,175.45.176.0,37315,149.171.126.17,80,SAP GUI BExGlobal ActiveX control code execution (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/sap_gui_BExGlobal_activex_control_code_execution.xml),CVE 2008-1661 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d1661)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930858-1421930859
Exploits,Office Document,Tcp,175.45.176.2,41955,149.171.126.12,25,Microsoft Office Uninitialized Memory Corruption (SMTP) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms10_071_uninitialized_memory_corruption_doc_smtp_attachment_uuencode.xml),CVE 2010-3329 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3329)MSB MS10-071 (http://www.microsoft.com/technet/security/bulletin/MS10%2d071.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930858-1421930861
Fuzzers,DCERPC,tcp,175.45.176.3,26334,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930859-1421930859
Exploits,Evasions,tcp,175.45.176.3,42095,149.171.126.19,25,CVE-2012-1460 malware evasion (https://strikecenter.bpointsys.com/bps/strikes/exploits/evasions/CVE-2012-1460_evasion_malware.xml),CVE 2012-1460 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d1460)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/4.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aN%2fI%3aP%2fA%3aN%29),.,1421930859-1421930862
Fuzzers,DCERPC,tcp,175.45.176.3,32447,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930860-1421930860
Exploits,Browser,tcp,175.45.176.0,33264,149.171.126.14,80,Internet Explorer CSS Invalid Flag Reference Use After Free (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ms10_090_internet_explorer_css_use_after_free.xml),CVE 2010-3962 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3962)MSB MS10-090 (http://www.microsoft.com/technet/security/bulletin/MS10%2d090.mspx)BID 44536 (http://www.securityfocus.com/bid/44536)http://www.exploit-db.com/exploits/15421/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f15421%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930860-1421930861
Fuzzers,DCERPC,tcp,175.45.176.3,21971,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930861-1421930862
Fuzzers,DCERPC,tcp,175.45.176.3,26281,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930862-1421930863
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.3,19383,149.171.126.19,111,SunRPC TCP Portmapper GETPORT Request (ypbindv1/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/ypbind_v1_tcp.xml),-,.,1421930862-1421930864
Generic, IXIA,udp,175.45.176.1,1043,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930863-1421930863
Generic, IXIA,udp,175.45.176.1,47439,149.171.126.18,53,Microsoft_DNS_Server_ANY_Query_Cache_Weakness_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/microsoft_dns_server_any_query_cache_weakness_attack.xml),CVE 2005-4092 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4092)BID 15732 (http://www.securityfocus.com/bid/15732)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930863-1421930863
Fuzzers,DCERPC,Tcp,175.45.176.3,27687,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930863-1421930864
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.2,57042,149.171.126.12,111,SunRPC TCP Portmapper GETPORT Request (hostmemv2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/hostmem_v2_tcp.xml),-,.,1421930863-1421930864
Fuzzers,DCERPC,tcp,175.45.176.3,26244,149.171.126.14,135,Fuzzer: DCERPC Bind Invalid Fragment Length (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/dcerpc/bind_invalid_fragment_length.xml),-,.,1421930864-1421930865
